 1/2" NPT/M20x1,5
P4;R1.3/16"-7/8"
P44-8M-50-2012 HT250 SPKT
P44-8M-85-2012 HT250 SPKT
P48-14M-85-3020 HT250 SPKT
P48-8M-50-2012 HT2500
P5
P6
P6/2.7/8"-EU(M)/4"-NU(F)/spec.
P6/special length
P6; 7/8"
P6; C3/4"
P6;R1.3/16"-7/8"
P68-5M-25-2012 HT250 SPKT
P7
P72-8M-50-2517 HT250 SPKT
P72-8M-50-SK HTD SPKT
P72-8M-85-3020 HT250 SPKT
P8
P8/ R1.9/16"-3/4"
P8/2.7/8"-EU(M)/4"-NU(F)
P8/3.1/2" EU-BOX/ 2.7/8" EU -PIN
P8/TEST ACC.NDB147
P8; C7/8"
P8;1"x1.1/8"
P8;1"x1-1/8"-SH
P8;1"x2.7/8"-EU
P8;3.1/2"-EU
P80-14M-55-F
P80-8M-50-SF HTD SPKT
P9
P9/2.7/8"-EU(M)/3.1/2"-EU(F)
P9/TEST ACC.NDB147
P9;3-1/2"-EU
P90-8M-20-2517 HT250 SPKT
P99; C1"
P99; C1.1/8"
painting w.background paint only
penetrating liquid
penetrating liquid report
Per Drawing
PER DRAWING: B-31689501 [PG.2]
PER DRAWING: B-31689501 [PG.5]
PER DRAWING: B-31710700
per dwg 4672999
per dwg 4673457
PER DWG: B-31689501 (PG.3)
PER DWG: B-31689501 (PG.6)
PER QUOTE
piece n. VHM-190
pierce acc.to drawing
pin Ø14p6x60mm(DIN6325)
pin Ø16m6x70mm
pin Ø18m6 x100mm(DIN6325)
pin Ø22m6 X 110mm (DIN6325)
pin Ø22m6x110mm
pin: Ø16m6 X 70mm
pinØ10m6 x50mm DIN6325
pinØ10p6 X 50mm DIN6325
pinØ12m6 x50mm DIN6325
pinØ12m6 x50mm DIN6325/std.rotor
pinØ14m6 x60mm DIN6325
pinØ14m6 x60mm DIN6325/std.rotor
pinØ16m6 x70mm DIN6325
pinØ16m6 x70mm/std.rotor
pinØ16m6x70mm/std.rotor
pinØ16p6x70mm /std.rotor
pinØ16p6x70mm DIN6325
pinØ18m6x100mm /std.rotor
pinØ18m6x100mm DIN6325
pinØ18m6x100mm DIN6325/std.rotor
pinØ18m6x100mm/std.rotor
pinØ18p6x100mmDIN6325/w.screw
pinØ22m6x110mm /std.rotor
pinØ22m6x110mm DIN6325
pinØ22m6x110mm DIN6325/std.rotor
Pitch:3mm/Ext.Ø102mm/Int.Ø96mm
Pitch:3mm/Ext.Ø88mm/Int.Ø82mm
PL620O,LS-C51,232.5/233.5 & PCA
plate 12,7x270x800/(WP)
PLATE COD.4907471
PLUG FOR 2" SCHED 80 PIPE, 300#
PMI certificate
PMI report (outsourced)
Polished acc. to WN0113
POLYAMIDE EPOXY, SERIES 66HS
POLYAMIDOAMINE EPOXY
POS 1015
POS 11
POS 12/COD. IWAKI: MDK0215
POS 215
Pos 220
POS 227
POS 30 / DES 10505014
POS 400.2
POS 8095
POS 859
Pos. 0005
Pos. 0025
pos. 0085
POS. 025
pos. 030
pos. 040
pos. 152
pos. 152/with spiral grooves
POS. 18/ ALFA LAVAL: 1551.135
pos. 200
pos. 2035/welded
pos. 209
POS. 217
pos. 2220
pos. 40
POS. 71/ ALFA LAVAL: 5380.234
POS. 73/ALFA LAVAL: 5380.093
Pos.: 2120
Pos.: 2150
Pos.: 5050
pos.:030/used in pumps 2NS
POS.:2020
Pos.:2150
Pos.0005
pos.010 - VC-630
Pos.015
POS.025
Pos.152
Pos.152 with groove
Pos.152/thermoelastic w. groove
Pos.152/with spiral grooves
Pos.158
Pos.159
Pos.2005
Pos.219
pos.220
pos.222
pos.222/special
Pos.30
Pos.45
Pos: 0105
Pos: 0310
Pos: 219
position:5050
Precipitation(Aging)
pre-finished
pre-machined
pre-machined/fit for coating
pre-machined; w.NPT3/4"
pressure equalizer
pressure equalizer proj./special
pressure equalizer project
PRIMER & INTERMEDIATE COAT
PRINCO L632-60 SENSOR FLANGE 6”
PROCESS SIDE OF JOINT
process side/special
profile:UM 0,8mm/made from round
project pressure: 16 bar
projetc NDB
projetc NDB/special
prototype only
PS-11
PS2000
PT100/10~30VCC / VCA/2cables
PT100/2cables/10~30VCC/VCA/PT
PT100/2cables/85~250VCA/EN
PT100/2cables/85~250VCA/PT
PTFL 200
PTFL 250/PK 300
pulley 2X Ø335
Pumb Base E
pump 2NS in section
Pump base E
Pump housing side
pump housing with hopper 240x500
pump housing with hopper 600x154
PUMP Ø55
PUMP Ø90
pump w/o shaft sealing
Pump: NM076B, Size: 70mm
PUN-6X1-BL
PWE-180
PWFS-04000
PWFS-110
PWFS-230
PWFS-230 C
PWFS-28 C
PWFS-350
PX200F TAPER-LOCK FLG ASSY 4545
Q1Q1KM2G/Ø80mm
QSF-1/8-6-B - FESTO
QUAD CH C/W 2 LED IND
QUENCH
quench conn. 1/4"NPT
quench conn.and drain G=1/4"NPT
QUICK CLAMP 1-1/2 TUBE OD
QUICK CLAMP SANITARY CAP
R 1 BSP
R 1" NPT
R 1" NPT - 2000 LBS
R 1"/BSP/male/form E(ED)
R 1"NPT
R 1.1/2" BSP/NM015
R 1.1/2" NPT
R 1.1/4" BSP
R 1.1/4"(F) x 1.1/4"(F) - NPT
R 1.1/4"BSP (female)
R 1/2 BSP
R 1/2" BSP
R 1/2" BSP/special
R 1/2" NPT
R 1/2"BSP
R 1/4 BS
R 1/4" BSP
R 1/4" BSP/A= 5mm.
R 1/4" BSP/special
R 1/4" NPT
R 1/8 BSP
R 1/8" BSP
R 1/8" NPT
R 2 BSP
R 2" BSP
R 3/4 BSP
R 3/4" BSP
R 3/4" NPT
R 3/8"/BSP/male/form E(ED)
R 57/API 6A
R API 11B  ESP
R.1/2"BSP
R.1/2"BSPx1/2"NPT
R.1/4"NPTx1/8"NPT
R.3/4"BSPx1"NPT
R.3/8"
R.3/8"BSP
R=1"NPT
R=1/4"NPT R2=1/4"NPR
R=1/4"NPT/R2=1/4"NPT/form A
R=1/8"NPT
R=3/4" NPT
R=4"x8-NU
R=M4/d=25,1/D=38/L=9,5mm
R0,25Z
R0,25Z ;Inhalt 115ml
R0.50
R1"BSP
R1"NPT x R1"BSP/pos 2005
R1.1/2"BSP
R1.3/16"-7/8"
R1.3/8"-1"
R1.66"-NU (F)
R1.9/16"-1.1/8"
R1/2"
R1/4" F/machined finish
R1/4"NPT
R1=1/2"NPT / R2=1/2"NPT
R1=1/2"NPT / R2=1/2"NPT/ØA=4,0
R1=1/2"NPT R2=1/2"NPT
R1=1/4"NPT R2=1/4"NPT
R1=1/4"NPT/R21/4"NPT
R1=1/8"NPT/R2=1/4"NPT
R1=3/4"NPT / R2=1/2"NPT/form A
R1=3/4"NPT / R2=3/4"NPT
R1=3/4"NPT/R2=3/4"NPT/ØA=12,0
R121mm
R2.7/8"EU(F)xR2.7/8"EU(M)/Ø94,5
R254 QAS 8"
R3/4"BSP/form E(ED)
R3/4"BSP/w. sealing ring
R3/4"BSP-DN8
R3/4"BSP-DN8/see int.comments
R3/8"BSP
R31
R3-1/2"*8St-52
R37 AD2/I=6,67/SPECIAL
R37DRN100LM4/TH/I=4,05
R45
R57 AD3/ I=5,05/SPECIAL
R65 92 SHORE A T-PUR ORANGE
R67 AD3/ I=7,79
R77 AD4; API 676/213/5T
R77 DRN132LP4/ I=7,74
R87 AD5/ I=5,30
R97 DRN180LP4/I=5,20
RADEX-N-NANA
RADEX-N-NANA 1/size 85
RADEX-N-NANA 3/size 42
RADEX-N-NANA 3/size 80
radius: 25,40mm
RAL 3024 - LUMINOUS RED PAINT
RAL 5002 - HILLER BLUE
RAL6026 (OPALGREEN)
RAL7031 BLUE GRAY 1 KIT = 2 GAL.
RANGE: 0-300 PSIG
RANGE: -14.7 PSI – 150 PSI
RANGE: 3-100 PSI
Range: 9-300 PSI
RAPTOR 140HRB - 110MM (28MM KEY)
RAPTOR 140HRB - 130MM (32MM KEY)
RAPTOR 140HRB - 85MM (22MM KEY)
RAPTOR 60HCB 60MM H7
RAPTOR E140 ELEMENT
RAPTOR E60 ELEMENT
raw
raw item NDB4029687
raw item NDB4650025
raw item NDB4650685
raw item NDB4949025
raw item: 8054678
raw item: NDB4323239
raw material: NDB4323241
raw material: NDB4323242
raw material: NDB4323243
RC 4.1/2"x2.3/8" EU
RC 5"x2.7/8" EU
RC 5.1/4"x2.7/8"/special
RC 5.3/4"x3.1/2" EU
RC 6.5/8"x2.7/8" EU
RC 6.5/8"x3.1/2" EU
RC 7"x2.7/8" EU
RC 7"x3.1/2" EU
RC 7.5/8"x3.1/2" EU
RC 8.5/8"x3.1/2" EU
RC 9.5/8"x3.1/2" EU
RC 9.5/8"x4.1/2" EU
RE_MIN:430 N/MM²
rechts
rectang. mouth 750x750/special
Rectangular funnel 650x330mm
Reddish gray
reducer coupling flange C-250DIN
reducer model: SK872.1/frame:250
REDUCER W/18MM LOVEJOY CPLG 29:1
Reducer, 1-1/2 x 1-1/4 NPT Male
Reducing Coupling 1/4 x 1/2 NPT
reduction i=2,37/NEMA 145TC
reduction i=2,37/special
REDUCTION I=29,00/SPECIAL
reduction i=29/N=60RPM/w.o motor
reduction i=29/N=60RPM/w/o motor
reduction i=29/special
reduction i=29; rotation N=60RPM
reduction i=4,85/special
reduction i=5,05/special
reduction i=5,30/basic data text
reduction i=5,60/NEMA 145TC
reduction i=5,64/NEMA 182TC
reduction i=9,06/special
reduction i=9,90/special
reduction: I=10,42Rot.:N=164RPM
reduction: I=5,82/Rot.:N=303RPM
reduction: I=7,21/ special
reduction: I=7,97/Rot.:N=221RPM
reduction: I=8,19/Rot.:N=215RPM
REF A-55
ref.cod. 3V 475/super HC in "V"
ref.cod.7317B.MP.UA
REFER  3V-560
REFER 722.391
reinforced acc. NPA request
reinforced acc. to NPA request
relief valve with regulation
replaced by item 4630731
replaced by item 4631643
replaced by item 4660355
replaced by item 4660357
replaced by item 4763746
replaced by item 4993265
replaced by item 5062008
replacemen item 4639723
REPLACEMENT FLANGE ADAPTER
replacement item  4634619
REPLACEMENT ITEM 4346187
replacement item 4405916
replacement item 4415739
replacement item 4632121
replacement item 4632153
replacement item 4632392
replacement item 4633375
replacement item 4634455
replacement item 4634550
replacement item 4634571
replacement item 4634582
replacement item 4634583
replacement item 4634759
replacement item 4634912
replacement item 4634929
replacement item 4635702
replacement item 4635833
replacement item 4637973
replacement item 4639475
replacement item 4639488
replacement item 4639723
replacement item 4639726
replacement item 4639727
replacement item 4639728
replacement item 4662554
REPLACEMENT ITEM 4665476
replacement item 4676509
replacement item 4760879
replacement item 4763327
replacement item 4763489
replacement item 4765295
replacement item 4765454
replacement item 4765520
replacement item 4765867
REPLACEMENT ITEM 4930092
REPLACEMENT ITEM 4930289
replacement item 4953432
replacement item 4954265
REPLACEMENT ITEM 4987369
replacement item 4987388
replacement item 4994942
REPLACEMENT ITEM 5023117
REPLACEMENT ITEM 5025026
replacement item 892863
replacement item 892894
replacement item is 4634927
replacement item NDB4760185
replacement item NDB4760549
replacement item NDB4760608
replacement item NDB4760920
replacement item NDB4955415
replacement item NDB4955772
replacement item NDB4987419
replacement item NDB4992357
replacement item NMP5076941
replacement item NMP5076964
REPLACEMENT ITEM: 4728368
REPLACEMENT ITEM: NDB4964767
REPLACEMENT ITEM4987792
REPLACEMENTE ITEM 4332633
REPLACEMENTE ITEM 4341167
Requirements(KLINGER ou TEADIT)
retangular.funnel.1000x285mm
retangular.funnel.1500x330mm
rev.01
REVERSE CUTTERS 7/7; HORIZONTAL
REXNORD 35MM COUPLING
REXNORD-R10-COUPLING - 40R
RF 6"ASME/ANSI B16.5-150psi
RF107 DRN225M4/I=8,56
RF17 DRN80M4/V/I=8,63
RF17-DRE80S-4//I=7,04
RF17-DRN80M4/I=3,83
RF27 DRN90S4/M1/I=5,60/
RF27-DRN90SP4/I=4,24
RF47 AM100/I=6,96/SPECIAL
RF57 DRN90SP4/I=43,30
RF57-DRN112M4/I=7,53
RF67 DRN100MP4/TF/C I=4,93
right
right half
right half/raw
right half/vertical execution
right pitch (20 mm)
right pitch (26 mm)
right pitch (28 mm)
right pitch (38 mm)
right pitch (40 mm)
right pitch (57 mm)
right side/special
right/130mm
right/see internal comment
right/see internal commments
right/special
Rigid with 3" Diameter
Rigid with 5" Diameter
RIGID, 5"DIA WHEEL
Rigth
ring item 4957192
ring item 886872
ring item NDB4973607/special
ring item:NDB4927928
RJT 1"
RJT 1.1/2"
RJT 2"
RJT 2.1/2"
RJT 3"
RJT 4
RMS-21 W/1.250 BORE*.250*.125KE
RMS-21/ w/1.25" BORE
RMS-32 W/1.75 BORE .38X.188 KEY
RMS-32/ w/1.75" BORE
ROD 1.1/2"
ROD 1.1/2"/SPECIAL
ROD 1.9"/SPECIAL
ROD 1.917"
ROD 49/ 3.1/8" 2000 PSI
Rosemount 214C general purpose
Rot: Clockwise/Anti-clockwise
rot: counter-clockwise
rot:clockwise/counterclockwise
rot:clockwise/See.int.comments
rotating:clockwise
Rotation: Anti-clockwise
rotation: clockwise
rotation: clockwise/see int.comm
rotation: clockwise/special
rotation: counterclockwise
rotation: left
rotation: right
rotation: right/special
rotation:anticlockwise
rotation:anti-clockwise
rotation:clackwise/special
rotation:clockwise
rotation:clockwise/3NS mini pump
rotation:clockwise/anticlockwise
rotation:clockwise/special
rotation:clockwise/special pitch
rotation:clockwise/UM-C1
rotation:counter clockwise/spec.
rotation:counterclockwise
rotation:counterclockwise/spec.
rotation:counterclockwise/specia
rotation:counterlockwise
rotation:right
rotation:right/special
ROTEX 100 - 92A
ROTEX 100 - 95SHA
ROTEX 100 - 98 Sh-A
ROTEX 100/NI/1/110F7/28/SS
ROTEX 100/NI/1/2.875F7/.75/SS
ROTEX 100/NI/1/75F7/20/SS
ROTEX 100/NI/1/85F7/22/SS
ROTEX 100/NI/1/90F7/25/SS
ROTEX 110 - 98 Sh-A
ROTEX 110, 110mm BORE x 28mm KEY
ROTEX 110, 85mm BORE x 22mm KEY
ROTEX 110, Spider 64 Sh-D
ROTEX 110, Spider 98 Sh-D
ROTEX 110,BLANK BORE x BLANK KEY
ROTEX 110/NI/1/85F7/22/SS
ROTEX 110/NI/1/90F7/25/SS
ROTEX 125 - 98A
ROTEX 125 - 98SHA
ROTEX 125/CI/1/130F7/32/SS
ROTEX 125/CI/1/140F7/36/SS
ROTEX 125/NI/1/110F7/28/SS
ROTEX 125/NI/1/85F7/22/SS
ROTEX 125/NI/1/90F7/25/SS
ROTEX 125/SPIDER/64
ROTEX 125/SPIDER/98
ROTEX 140 - 92A
ROTEX 160 - 98 Sh-A
ROTEX 160, 110mm BORE x 28mm KEY
ROTEX 160, 130MM BORE X 32MM KEY
ROTEX 160, 140MM BORE X 36MM KEY
ROTEX 160, 85mm BORE x 22mm KEY
ROTEX 19 - 98 Sh-A
ROTEX 19, 14MM BORE X 5MM KEY
ROTEX 19, 16MM BORE X 5MM KEY
ROTEX 19/ST/1A/12F7/4
ROTEX 19/ST/1A/HUB/UNB
ROTEX 24
ROTEX 24 - 92A
ROTEX 24 - 98A
ROTEX 24 .625" BORE x .188" KEY
ROTEX 24 .75" DIA. BORE .18" KEY
ROTEX 24 12MM BORE X 4MM KEY
ROTEX 24 14MM BORE X 5MM KEY
ROTEX 24 16MM BORE X 5MM KEY
ROTEX 24, 1 1/8" BORE x 1/4" KEY
ROTEX 24, 14MM BORE x 5MM KEY
ROTEX 24, 19MM BORE x 6MM KEY
ROTEX 24, 1IN BORE * .25IN KEY
ROTEX 24, 25mm BORE x 8mm KEY
ROTEX 24, ST/1a/1.125/.250/SS
ROTEX 24, ST/1a/18/6/SS
ROTEX 24/CI/1/14F7/5/SS
ROTEX 24/CI/1/20F7/6/SS
ROTEX 24/ST/1/22F7/6/SS
ROTEX 24/ST/1A/16F7/5/SS
ROTEX 24/ST/1A/20F7/6/SS
ROTEX 28
ROTEX 28 - 92 SHA
ROTEX 28 - 98 SHA
Rotex 28 [1a/1a]
Rotex 28 [1A/1A]/ special
ROTEX 28 0.9375 IN X .25 IN KEY
ROTEX 28 22MM BORE X 6MM KEY
ROTEX 28 25MM BORE X 8MM KEY
ROTEX 28 30MM BORE X 8MM KEY
ROTEX 28, 1.125" BORE X .25" KY
ROTEX 28, 1.375" BORE X .313" KY
ROTEX 28, 14MM BORE X 5MM KEYWAY
ROTEX 28, 16MM BORE X 5MM KEYWAY
ROTEX 28, 19MM BORE X 6MM KEYWAY
ROTEX 28, 1a BLANK BORE
ROTEX 28, 1b BLANK BORE
ROTEX 28, 24MM BORE X 8MM KEYWAY
ROTEX 28, 28MM BORE X 8MM KEYWAY
ROTEX 28, 30MM BORE X 8MM KEYWAY
ROTEX 28, 35MM BORE X 10MM KEY
ROTEX 28,BLANK BORE x BLANK KEY
ROTEX 28/ST/1A/.75"F7/.188"/SS
ROTEX 28/ST/1A/1.375"F7/KW/SS
ROTEX 28/ST/1a/16F7/5/SS
ROTEX 28/ST/1A/18F7/KW/SS
ROTEX 28/ST/1A/20F7/6/SS
ROTEX 28/ST/1a/22F7/6/SS
ROTEX 28/ST/1a/25F7/8/SS
ROTEX 28/ST/1a/30F7/8/SS
ROTEX 38
ROTEX 38 - 1.4375" (1-7/16")
ROTEX 38 - 22MM X 6MM KEY
ROTEX 38 - 30MM BORE X 8MM KEY
ROTEX 38 - 35MM X 10MM KEY
ROTEX 38 - 64SH-D
ROTEX 38 - 92A
ROTEX 38 - 98 SHA
ROTEX 38 - 98 SHA=T
ROTEX 38 - 98A
ROTEX 38 - 98SHA
ROTEX 38 - BLANK /1/AL/HUB/UNB
Rotex 38 [1/1]
Rotex 38 [1/1a]
ROTEX 38 1.313" BORE x .313" KEY
ROTEX 38 GG - 1.375IN
ROTEX 38 GG - 32MM
ROTEX 38, 1.0" BORE X .25 KEY
ROTEX 38, 1.438" BORE X .375 KEY
ROTEX 38, 16mm BORE x XXmm KEY
ROTEX 38, 19mm BORE x 6mm KEY
ROTEX 38, 24MM BORE X 8MM KEY
ROTEX 38, 29MM BORE X 8MM KEY
ROTEX 38, 30MM BORE * 8MM KEY
ROTEX 38, 32MM BORE * 10MM KEY
ROTEX 38, 32mm BORE x 10mm KEY
ROTEX 38, 35MM
ROTEX 38, 38MM BORE X 10MM KEY
ROTEX 38,Blank Bore
ROTEX 38/ cube 1/1
ROTEX 38/CI/1/1.0"F7/.25"/SS
ROTEX 38/CI/1/1.438H7/.375/SS
ROTEX 38/CI/1/14F7/5/SS
ROTEX 38/CI/1/20F7/6/SS
ROTEX 38/CI/1/22F7/6/SS
ROTEX 38/CI/1/25F7/8/SS
ROTEX 38/CI/1/28F7/8/SS
ROTEX 38/CI/1/30F7/8/SS
ROTEX 38/CI/1/35F7/10/SS
ROTEX 38/CI/1/38F7/10/SS
ROTEX 38/CI/1a/1.375F7/.313/SS
ROTEX 38/CI/1A/40/12/SS
ROTEX 38/CI/I/32F7/10/SS
ROTEX 38/CI/I/35F7/10/SS
ROTEX 38/see inter. comment
ROTEX 38/special
ROTEX 38/ST/1/32F7/10/SS
ROTEX 38/ST/1A/1.875"F7/KW/SS
ROTEX 38: [1"/92A/1.313"]
ROTEX 385/CI/1/1.25F7/.25/SS
ROTEX 42
ROTEX 42 - 25MM BORE X 8MM KEY
ROTEX 42 - 45MM BORE X 14MM KEY
ROTEX 42 - 64Sh-D
ROTEX 42 - 92A
ROTEX 42 - 98A
ROTEX 42 - PA6
Rotex 42 [1/1]
Rotex 42 [1/1]/ special
Rotex 42 [1/1a]/GG25
ROTEX 42 28MM BORE X 8MM KEYWAY
ROTEX 42 37MM BORE X 10MM KEY
ROTEX 42, 1.25" x .25" KEY
ROTEX 42, 1.50" x .394" KEY
ROTEX 42, 1.625" x .50" KEY
ROTEX 42, 14MM BORE * 5MM KEY
ROTEX 42, 16MM BORE * 5MM KEY
ROTEX 42, 1IN BORE * .25IN KEY
ROTEX 42, 48MM BORE X 14MM KEY
ROTEX 42, 50MM BORE X 14MM KEY
ROTEX 42, CI 1 1/8 " B, 1/4 " K
ROTEX 42, CI 18mm B, 6mm K SS
ROTEX 42, SS 1.125in, 0.25in KEY
ROTEX 42, SS 18mm, 6mm KEY
ROTEX 42,BLANK BORE x BLANK KEY
ROTEX 42/CI/1/1.50F7/.375/SS
ROTEX 42/CI/1/1.625F7/.375/SS
ROTEX 42/CI/1/28F7/8/SS
ROTEX 42/CI/1/30F7/8/SS
ROTEX 42/CI/1/32F7/10/SS
ROTEX 42/CI/1/35F7/10/SS
ROTEX 42/CI/1/38F7/10/SS
ROTEX 42/CI/1/40F7/12/SS
ROTEX 42/CI/1A/2.125"F7/.500/SS
ROTEX 42/CI/1a/45F7/14/SS
ROTEX 42/SPIDER/98A/T-PUR®/PURPL
ROTEX 42; 98 SHORE A
ROTEX 48
ROTEX 48 - 16MM BORE X 5MM KEY
ROTEX 48 - 2.375" X .625" KEY
ROTEX 48 - 64 SH-D
ROTEX 48 - 92 SHA
ROTEX 48 - 98 SHA
ROTEX 48 - 98 SH-A
ROTEX 48 - 98A
ROTEX 48 1.625"BORE X 3/8"KEYWAY
ROTEX 48 1.875" BORE x .5" KEY
ROTEX 48 32MM BORE X 10MM KEYWAY
ROTEX 48 45MM BORE X 14MM KEY
ROTEX 48, 30MM X .14MM KEY
ROTEX 48, 32MM BORE X 10MM KEY
ROTEX 48, 40MM BORE * 12MM KEY
ROTEX 48, 50mm BORE x 10mm KEY
ROTEX 48,38MM BORE X 10MM KEYWAY
ROTEX 48,50MM BORE * 14MM KEYWAY
ROTEX 48,BLANK BORE x BLANK KEY
ROTEX 48/CI/1/1.625F7/.375/SS
ROTEX 48/CI/1/28F7/8/SS
ROTEX 48/CI/1/35F7/10/SS
ROTEX 48/CI/1/48F7/14/SS
ROTEX 48/CI/1/50F7/14/SS
ROTEX 48/hole38mm
ROTEX 48/ST/1/1.3125F7/.3125/SS
ROTEX 48/ST/1/38F7/10/SS
ROTEX 48/ST/1/40F7/12/SS
ROTEX 48/ST/1/50F7/14/SS
ROTEX 55 - 38MM BORE X 10MM KEY
ROTEX 55 - 40MM BORE X 8MM KEY
ROTEX 55 - 64 SH-D
ROTEX 55 - 92A
ROTEX 55 - 98A
ROTEX 55 - 98SHA
ROTEX 55 1.875" BORE x .5" KEY
ROTEX 55 1-7/16"BORE X 3/8"KEY
ROTEX 55- 2.37" BORE X .625 KEY
ROTEX 55 20MM BORE X 6MM KEY
ROTEX 55 32MM BORE X 10MM KEY
ROTEX 55 35MM BORE X 10MM KEY
ROTEX 55 60MM BORE X 18MM KEY
ROTEX 55, 55/1/HUB/18MMPB BLANK
ROTEX 55, 55/1a/HUB/18PB BLANK
ROTEX 55,45MM BORE X 14MM KEYWAY
ROTEX 55,60MM BORE X 18MM KEYWAY
ROTEX 55/CI/1/1.625/.375/SS
ROTEX 55/CI/1/1.875F7/.50/SS
ROTEX 55/CI/1/2.125"F7/.50/SS
ROTEX 55/CI/1/38F7/10/SS
ROTEX 55/CI/1/48F7/14/SS
ROTEX 55/CI/1/50F7/14/SS
ROTEX 55/CI/1/55F7/16/SS
ROTEX 55/CI/1A/2.375/.625/SS
ROTEX 65
ROTEX 65 - 1.875" BORE X .50 KEY
ROTEX 65 - 38MM BORE X .10MM KEY
ROTEX 65 - 40MM BORE X 12MM KEY
ROTEX 65 - 48MM BORE X .14MM KEY
ROTEX 65 - 60MM BORE X .18MM KEY
ROTEX 65 - 64SH-D
ROTEX 65 - 92A
ROTEX 65 - 98A
ROTEX 65, 1-1/8" BORE X 1/4" KEY
ROTEX 65, 2.375" BORE x 5/8"KEY
ROTEX 65, 2.875" BORE x 3/4" KEY
ROTEX 65, 28MM BORE X 8MM KEY
ROTEX 65, 3.375" BORE x 7/8" KEY
ROTEX 65, 32mm BORE x 10mm KEY
ROTEX 65, 42mm BORE x 12mm KEY
ROTEX 65, 45mm BORE x 14mm KEY
ROTEX 65, 48mm BORE x 14mm KEY
ROTEX 65, 50MM BORE * 14MM KEY
ROTEX 65, 75MM BORE X 20MM KEY
ROTEX 65,BLANK BORE x BLANK KEY
ROTEX 65/CI/1/1.875/.500/2SS
ROTEX 65/CI/1/2.125"F7/.50/SS
ROTEX 65/CI/1/35F7/10/SS
ROTEX 65/CI/1/38/10/2SS
ROTEX 65/CI/1/38F7/10/SS
ROTEX 65/CI/1/40F7/12/SS
ROTEX 65/CI/1/48/14/2SS
ROTEX 65/CI/1/48F7/14/SS
ROTEX 65/CI/1/50F7/14/SS
ROTEX 65/CI/1/55F7/16/SS
ROTEX 65/CI/1/60/18/2SS
ROTEX 65/CI/1/60F7/18/SS
ROTEX 65/CI/1/65F7/18/SS
ROTEX 75 - 50MM BORE X 14MM KEY
ROTEX 75 - 60MM BORE X 18MM KEY
ROTEX 75 - 64SH-D=T
ROTEX 75 - 65MM BORE X .18MM KEY
ROTEX 75 - 92A
ROTEX 75 - 92SHA
ROTEX 75 - 95A
ROTEX 75 - 98 SH-A=T
ROTEX 75 - 98A
ROTEX 75 2.38" BORE x .625" KEY
ROTEX 75, 2.125" BORE x 1/2" KEY
ROTEX 75, 2.875" BORE x .75" KEY
ROTEX 75,55MM BORE X 16MM KEYWAY
ROTEX 75,75MM BORE X 20MM KEYWAY
ROTEX 75,Blank Bore
ROTEX 75,BLANK BORE x BLANK KEY
ROTEX 75//CI/1/60F7/18/SS
ROTEX 75/CI/1/2.375/.625/2SS
ROTEX 75/CI/1/2.875F7/.75/SS
ROTEX 75/CI/1/38F7/10/SS
ROTEX 75/CI/1/40F7/12/SS
ROTEX 75/CI/1/48F714/SS
ROTEX 75/CI/1/50F714/SS
ROTEX 75/CI/1/65/18/2SS
ROTEX 75/CI/1/65F7/18/SS
ROTEX 75/CI/1/70F7/20/SS
ROTEX 75/CI/1/75F7/25/SS
ROTEX 90 - 64 SH-D
ROTEX 90 - 64D
ROTEX 90 - 92A
ROTEX 90 - 92SHA
ROTEX 90 - 95 SHA
ROTEX 90 - 98SHA
ROTEX 90 - PA6GH, Nature
ROTEX 90 /CI/1/50F7/14/SS
ROTEX 90 /CI/1/55F7/16/SS
ROTEX 90 /CI/1/60F7/18/SS
ROTEX 90 90MM BORE X 25MM KEY
ROTEX 90(F.COUPLING)
ROTEX 90, 2.375IN X .625IN KEY
ROTEX 90, 48MM BORE X 14MM KEY
ROTEX 90, 55MM BORE X 16MM KEY
ROTEX 90, 60MM BORE X 18MM KEY
ROTEX 90, 70mm BORE x 20mm KEY
ROTEX 90, 75MM BORE * 20MM KEY
ROTEX 90, 85MM BORE X 22MM KEY
ROTEX 90,BLANK BORE x BLANK KEY
ROTEX 90/C1/1/2.50F7/.625/SS
ROTEX 90/C1/1/3.375F7/.875/SS
ROTEX 90/CI/1/60/18/2SS
ROTEX 90/CI/1/65F7/18/SS
ROTEX 90/CI/1/75F7/20/SS
ROTEX 90/CI/1/90/25/2SS
ROTEX 90/CI/1/90F7/25/SS
ROTEX Size: 38
ROTEX XX, XXmm BORE x XXmm KEY
rotex28/see inter. comment
ROTEX38 - 1.125"BORE X 0.25"KEY
ROTEX38 - 1-1/8"BORE X 1/4"KEY
ROTEX42 2.125IN BORE X 0.5IN KEY
ROTEX55 50MM BORE X 14MM KEYWAY
ROTEX75, CI/1/2.50F7/.625/SS
rotex75/see inter. comment
ROTEX90/see inter. comment
rotor side
rotor side - mounted
round
Round Funnel DN200/Tri-clamp
round/old version - short
round/w.heating jacket R1/2"BSP
round/w.heating jacket R1/4"BSP
RPP tooth Profile Belt
RS 5.1/2"x2.7/8"/special
RS 5.1/4"x2.7/8"/special
RS 5.3/4"x2.7/8"/special
RS 6.5/8"x2.7/8"/special
RS 7"x2.7/8"
Rubber base
RUNDE AUSF.
RUPTURE DISC SIZE 2" (DN50)
RUPTURE DISC SIZE 3" (DN80)
RWDR-072*100*10 B2
